"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","22624","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-14","passed","2025-12-14","","TC-2: Открытие и чтение статей","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-13","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-4: Восстановление пароля","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","6774","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-14","passed","2025-12-14","","TC-3: Проверка навигации по разделам","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-1: Работа с поиском","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-14","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-4: Восстановление пароля","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-13","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-1: Работа с поиском","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-13","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","9775","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-14","passed","2025-12-14","","TC-4: Восстановление пароля","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-5: Интеграционные тесты","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
